Temperature (C),Apparent Temperature (C),Humidity
31.11111111,30.40555556,0.35
28.96111111,29.09444444,0.45
25.66111111,25.66111111,0.63
22.91666667,22.91666667,0.78
22.29444444,22.29444444,0.78
21.40555556,21.40555556,0.8
21.04444444,21.04444444,0.81
20.51111111,20.51111111,0.78
19.78888889,19.78888889,0.83
18.97777778,18.97777778,0.86
18.46666667,18.46666667,0.86
19.18333333,19.18333333,0.86
19.98333333,19.98333333,0.84
21.06666667,21.06666667,0.79
24.68888889,24.68888889,0.67
27.17777778,28.03333333,0.56
28.88888889,29.66111111,0.51
29.93888889,31.15,0.51
31.13333333,31.85555556,0.45
32.2,33.47777778,0.45
32.14444444,31.61666667,0.35
32.17777778,32.18333333,0.38
31.05,31.71111111,0.45
29.87777778,29.63888889,0.41
27.82777778,27.93888889,0.46
27.22222222,27.7,0.51
25.27222222,25.27222222,0.61
23.98888889,23.98888889,0.65
22.87777778,22.87777778,0.75
23.06111111,23.06111111,0.72
22.78333333,22.78333333,0.71
22.25,22.25,0.8
21.8,21.8,0.84
21.62222222,21.62222222,0.81
20.55555556,20.55555556,0.87
20.47222222,20.47222222,0.89
20,20,0.87
20.07222222,20.07222222,0.87
20.13888889,20.13888889,0.88
20.16111111,20.16111111,0.86
20.16111111,20.16111111,0.86
20.22777778,20.22777778,0.87
22.12777778,22.12777778,0.77
22.15,22.15,0.74
23.78888889,23.78888889,0.68
22.86111111,22.86111111,0.73
23.83888889,23.83888889,0.7
24.02777778,24.02777778,0.67
23.83888889,23.83888889,0.67
23.79444444,23.79444444,0.67
22.27777778,22.27777778,0.75
20.09444444,20.09444444,0.84
20,20,0.87
19.56111111,19.56111111,0.9
19.46666667,19.46666667,0.9
19.97777778,19.97777778,0.87
19.84444444,19.84444444,0.93
19.92777778,19.92777778,0.93
20.43888889,20.43888889,0.87
19.43333333,19.43333333,0.94
18.86111111,18.86111111,0.93
19.88333333,19.88333333,0.88
19.91666667,19.91666667,0.86
19.90555556,19.90555556,0.84
20.92777778,20.92777778,0.8
21.03888889,21.03888889,0.8
19.92777778,19.92777778,0.84
20.99444444,20.99444444,0.8
20.32777778,20.32777778,0.78
22.24444444,22.24444444,0.73
21.22777778,21.22777778,0.78
21.42222222,21.42222222,0.77
22.28888889,22.28888889,0.73
21.17777778,21.17777778,0.78
21.15555556,21.15555556,0.78
19.92777778,19.92777778,0.79
19.37777778,19.37777778,0.84
18.41666667,18.41666667,0.88
18.2,18.2,0.87
16.65,16.65,0.9
16.75,16.75,0.91
16.02222222,16.02222222,0.93
16,16,0.93
15.21666667,15.21666667,0.94
16.02777778,16.02777778,0.93
18.68888889,18.68888889,0.85
20.81111111,20.81111111,0.76
22.61666667,22.61666667,0.67
23.79444444,23.79444444,0.62
24.8,24.8,0.59
25.95,25.95,0.51
26.06111111,26.06111111,0.5
27.01666667,27.14444444,0.45
27.10555556,27.19444444,0.45
27.22222222,27.27222222,0.44
26.33888889,26.33888889,0.44
26.15555556,26.15555556,0.44
25.02222222,25.02222222,0.5
23.12222222,23.12222222,0.63
20.07222222,20.07222222,0.83
18.84444444,18.84444444,0.84
18.11666667,18.11666667,0.84
17.16111111,17.16111111,0.87
16.09444444,16.09444444,0.9
16.33333333,16.33333333,0.9
15.00555556,15.00555556,0.93
14.96111111,14.96111111,0.93
14.78888889,14.78888889,0.93
17.02222222,17.02222222,0.87
19.71111111,19.71111111,0.79
22.62777778,22.62777778,0.64
24.92777778,24.92777778,0.58
26.06111111,26.06111111,0.5
27.03888889,27.23333333,0.46
27.73333333,27.45,0.4
27.8,27.38888889,0.38
28.76666667,28.48888889,0.41
28.81666667,28.42777778,0.4
28.86111111,28.48333333,0.4
28.78333333,27.9,0.33
28.81666667,28.12222222,0.36
27.17222222,27.23888889,0.44
23.37222222,23.37222222,0.66
21.20555556,21.20555556,0.78
20.07222222,20.07222222,0.76
19.26666667,19.26666667,0.79
17.27222222,17.27222222,0.9
17.25,17.25,0.87
17.03888889,17.03888889,0.89
15.60555556,15.60555556,0.93
15.62777778,15.62777778,0.93
15.45,15.45,0.92
16.11666667,16.11666667,0.93
19.82222222,19.82222222,0.85
23.61111111,23.61111111,0.7
26.01666667,26.01666667,0.6
27.73333333,28.41666667,0.53
28.71666667,28.53888889,0.42
27.91666667,28,0.46
30.04444444,29.41111111,0.37
30.85,30.05,0.35
29.92777778,29.04444444,0.34
30.97222222,29.96111111,0.33
28.27777778,28.37777778,0.46
29.95,29.15,0.35
27.8,27.92222222,0.46
24.52222222,24.52222222,0.65
22.22222222,22.22222222,0.68
21.62222222,21.62222222,0.71
22.96666667,22.96666667,0.71
21.97777778,21.97777778,0.74
22.36666667,22.36666667,0.72
21.36666667,21.36666667,0.78
21.37222222,21.37222222,0.8
19.84444444,19.84444444,0.87
19.78333333,19.78333333,0.88
18.84444444,18.84444444,0.9
19.98333333,19.98333333,0.84
22.02777778,22.02777778,0.75
22.76666667,22.76666667,0.71
19.24444444,19.24444444,0.89
18.4,18.4,0.95
20.29444444,20.29444444,0.85
21.2,21.2,0.81
23.81111111,23.81111111,0.67
25.01666667,25.01666667,0.62
25.11111111,25.11111111,0.62
25.1,25.1,0.62
25.04444444,25.04444444,0.63
25.02222222,25.02222222,0.64
23.05,23.05,0.72
18.12222222,18.12222222,0.89
17.5,17.5,0.89
17.4,17.4,0.93
17.8,17.8,0.91
17.26666667,17.26666667,0.91
17.34444444,17.34444444,0.94
17.26666667,17.26666667,0.93
17.24444444,17.24444444,0.97
17.73333333,17.73333333,0.94
17.73333333,17.73333333,0.97
18.79444444,18.79444444,0.91
20.59444444,20.59444444,0.84
21.92222222,21.92222222,0.78
22.50555556,22.50555556,0.74
23.36666667,23.36666667,0.7
22.17777778,22.17777778,0.81
23.75555556,23.75555556,0.7
22.16111111,22.16111111,0.76
23.82222222,23.82222222,0.67
24.83333333,24.83333333,0.63
23.92222222,23.92222222,0.7
24.81666667,24.81666667,0.64
22.77777778,22.77777778,0.73
21.36111111,21.36111111,0.82
20.02222222,20.02222222,0.93
20.41666667,20.41666667,0.88
19.46666667,19.46666667,0.89
18.86666667,18.86666667,0.88
18.38333333,18.38333333,0.93
18.83333333,18.83333333,0.91
18.82222222,18.82222222,0.93
18.8,18.8,0.9
18.26111111,18.26111111,0.93
18.73333333,18.73333333,0.91
19.84444444,19.84444444,0.88
21.77222222,21.77222222,0.8
22.66666667,22.66666667,0.74
23.79444444,23.79444444,0.7
23.89444444,23.89444444,0.7
26.01666667,26.01666667,0.65
27.06111111,27.78888889,0.55
26.99444444,27.71111111,0.55
27.19444444,27.90555556,0.54
27.21666667,28.05555556,0.56
26.2,26.2,0.58
26.03888889,26.03888889,0.6
24.97222222,24.97222222,0.69
23.11666667,23.11666667,0.82
22.15,22.15,0.81
21.03888889,21.03888889,0.87
20.68333333,20.68333333,0.88
17.2,17.2,0.75
16.18333333,16.18333333,0.81
17.42222222,17.42222222,0.76
16.76111111,16.76111111,0.81
17.66666667,17.66666667,0.79
17.2,17.2,0.84
15.99444444,15.99444444,0.93
16.08888889,16.08888889,0.87
17.07777778,17.07777778,0.83
16.18333333,16.18333333,0.87
17.28888889,17.28888889,0.81
19.77777778,19.77777778,0.7
22.21666667,22.21666667,0.53
22.84444444,22.84444444,0.48
22.98333333,22.98333333,0.43
25.02222222,25.02222222,0.41
24.00555556,24.00555556,0.44
24.1,24.1,0.38
22.96111111,22.96111111,0.47
23.88888889,23.88888889,0.34
21.36666667,21.36666667,0.41
17.28888889,17.28888889,0.63
17.11111111,17.11111111,0.65
15.22777778,15.22777778,0.77
20.43888889,20.43888889,0.88
19.44444444,19.44444444,0.93
20.56111111,20.56111111,0.89
20.46111111,20.46111111,0.88
20.46111111,20.46111111,0.88
20.53333333,20.53333333,0.88
21.01666667,21.01666667,0.82
21.06666667,21.06666667,0.8
22.15555556,22.15555556,0.79
23.83888889,23.83888889,0.75
26.08333333,26.08333333,0.65
27.62777778,28.91666667,0.6
27.82222222,29.08333333,0.59
28.91111111,30.19444444,0.55
28.89444444,29.80555556,0.52
29.95,31.13888889,0.51
28.88888889,30.12777778,0.55
28.85555556,31.19444444,0.63
27.42777778,28.59444444,0.59
27.28888889,28.43333333,0.6
25.31111111,25.31111111,0.7
24.97777778,24.97777778,0.69
24.22777778,24.22777778,0.72
21.36111111,21.36111111,0.82
21.07222222,21.07222222,0.81
19.4,19.4,0.88
18.88888889,18.88888889,0.94
18.35555556,18.35555556,0.93
18.35555556,18.35555556,0.9
17.87222222,17.87222222,0.91
17.82777778,17.82777778,0.97
18.38333333,18.38333333,0.9
18.89444444,18.89444444,0.91
20.02777778,20.02777778,0.84
21.08888889,21.08888889,0.81
21.07222222,21.07222222,0.83
21.25,21.25,0.81
21.27222222,21.27222222,0.8
22.73333333,22.73333333,0.79
23.88888889,23.88888889,0.62
24.97222222,24.97222222,0.62
24.78888889,24.78888889,0.63
25,25,0.59
23.91666667,23.91666667,0.66
22.3,22.3,0.8
21.06666667,21.06666667,0.87
20.46666667,20.46666667,0.87
20.37777778,20.37777778,0.9
13.33888889,13.33888889,0.89
12.68888889,12.68888889,0.9
12.43888889,12.43888889,0.89
11.60555556,11.60555556,0.93
11.02222222,11.02222222,0.93
10.72777778,10.72777778,0.93
12.62222222,12.62222222,0.96
18.55555556,18.55555556,0.74
21.72777778,21.72777778,0.56
22.77777778,22.77777778,0.48
22.87222222,22.87222222,0.37
23.82222222,23.82222222,0.36
25.02222222,25.02222222,0.32
26.11111111,26.11111111,0.34
26.08333333,26.08333333,0.31
26.22777778,26.22777778,0.3
27.24444444,26.53888889,0.29
27.17222222,26.44444444,0.28
27.2,26.47777778,0.28
25.07222222,25.07222222,0.39
22.57222222,22.57222222,0.44
21.06666667,21.06666667,0.49
19.8,19.8,0.52
16.43888889,16.43888889,0.71
14.63333333,14.63333333,0.79
17.55,17.55,0.55
14.61111111,14.61111111,0.76
13.33333333,13.33333333,0.8
14.30555556,14.30555556,0.76
14.29444444,14.29444444,0.76
15.00555556,15.00555556,0.78
17.66666667,17.66666667,0.65
19.9,19.9,0.61
22.75555556,22.75555556,0.51
24.90555556,24.90555556,0.45
26.08333333,26.08333333,0.41
27.19444444,26.72777778,0.34
27.82222222,27.36111111,0.38
27.78888889,27.33333333,0.38
27.93333333,27.28333333,0.35
29,28.22222222,0.35
28.97222222,28.25,0.36
28.97777778,28.27222222,0.36
27.33333333,27.30555556,0.43
25.25555556,25.25555556,0.52
22.82777778,22.82777778,0.57
22.16111111,22.16111111,0.6
20.31666667,20.31666667,0.68
19.98333333,19.98333333,0.7
18.36111111,18.36111111,0.78
18.34444444,18.34444444,0.79
18.71111111,18.71111111,0.76
18.66666667,18.66666667,0.76
18.68333333,18.68333333,0.78
18.71111111,18.71111111,0.78
20.05,20.05,0.73
22.60555556,22.60555556,0.67
24.93333333,24.93333333,0.58
26.13888889,26.13888889,0.54
27.62777778,27.81666667,0.47
28.88888889,28.50555556,0.4
30,29.38333333,0.37
30.07777778,29.31111111,0.36
29.04444444,29.47777778,0.48
31.08333333,31.10555556,0.41
31.11111111,30.05,0.32
29.61666667,29.40555556,0.41
27.93888889,28.55,0.52
26.51666667,26.51666667,0.52
22.87222222,22.87222222,0.7
22.68888889,22.68888889,0.68
21.82777778,21.82777778,0.73
19.93333333,19.93333333,0.81
19.86111111,19.86111111,0.81
19.60555556,19.60555556,0.81
19.26111111,19.26111111,0.82
18.70555556,18.70555556,0.85
18.41111111,18.41111111,0.89
19.8,19.8,0.85
22.02222222,22.02222222,0.74
24,24,0.7
27.24444444,28.06666667,0.56
28.91111111,29.07777778,0.46
29.93888889,30.01666667,0.43
31.13333333,30.80555556,0.38
31.18333333,31.23888889,0.41
32.07777778,31.20555556,0.32
32.15,31.41666667,0.33
32.24444444,31.50555556,0.33
32.15555556,32.11111111,0.38
30.18333333,30.59444444,0.45
30.09444444,30.73333333,0.47
27.71111111,29.02777778,0.6
24.00555556,24.00555556,0.77
23.36111111,23.36111111,0.78
21.99444444,21.99444444,0.82
21.16111111,21.16111111,0.83
21.62222222,21.62222222,0.76
21.52777778,21.52777778,0.73
19.92777778,19.92777778,0.78
20.48333333,20.48333333,0.77
20.09444444,20.09444444,0.83
21.08888889,21.08888889,0.79
21.25555556,21.25555556,0.79
23.75,23.75,0.71
25.97222222,25.97222222,0.61
27.63333333,28.53333333,0.56
27.80555556,28.71666667,0.55
27.43333333,28.59444444,0.59
22.59444444,22.59444444,0.8
22.62222222,22.62222222,0.75
22.38888889,22.38888889,0.8
24.03888889,24.03888889,0.73
24.61111111,24.61111111,0.74
25.07777778,25.07777778,0.68
24.98888889,24.98888889,0.69
23.27777778,23.27777778,0.71
22.16666667,22.16666667,0.73
20.53333333,20.53333333,0.81
20.62222222,20.62222222,0.85
21.46111111,21.46111111,0.82
20.90555556,20.90555556,0.75
19.41666667,19.41666667,0.89
19.31111111,19.31111111,0.88
19.28888889,19.28888889,0.88
17.9,17.9,0.94
18.77222222,18.77222222,0.91
19.91111111,19.91111111,0.87
21.86111111,21.86111111,0.83
21.97222222,21.97222222,0.77
17.89444444,17.89444444,0.96
17.93333333,17.93333333,0.97
19.97222222,19.97222222,0.84
22.14444444,22.14444444,0.74
22.71666667,22.71666667,0.7
23.51111111,23.51111111,0.63
22.15555556,22.15555556,0.6
19.42777778,19.42777778,0.77
22.15555556,22.15555556,0.6
21.11666667,21.11666667,0.68
20.08888889,20.08888889,0.77
17.85,17.85,0.89
17.3,17.3,0.87
16.79444444,16.79444444,0.89
11.69444444,11.69444444,0.83
12.68888889,12.68888889,0.75
11.78333333,11.78333333,0.84
11.67222222,11.67222222,0.83
11.09444444,11.09444444,0.86
11.58888889,11.58888889,0.82
12.09444444,12.09444444,0.81
12.66666667,12.66666667,0.78
13.81111111,13.81111111,0.74
14.90555556,14.90555556,0.68
16.11666667,16.11666667,0.67
16.88333333,16.88333333,0.6
17.78333333,17.78333333,0.53
17.92222222,17.92222222,0.56
18.73888889,18.73888889,0.56
17.37777778,17.37777778,0.66
17.88333333,17.88333333,0.64
17.09444444,17.09444444,0.68
16.13888889,16.13888889,0.67
14.93333333,14.93333333,0.78
14.10555556,14.10555556,0.83
12.82777778,12.82777778,0.9
12.33888889,12.33888889,0.86
13.38333333,13.38333333,0.85
18.77222222,18.77222222,0.74
17.68888889,17.68888889,0.78
17.51666667,17.51666667,0.76
16.55555556,16.55555556,0.78
16.53333333,16.53333333,0.78
16.33888889,16.33888889,0.78
17.76111111,17.76111111,0.78
22.02222222,22.02222222,0.61
24.82222222,24.82222222,0.52
27.73333333,27.66111111,0.43
29.97777778,29.33888889,0.37
31.05,30.07777778,0.33
32.75555556,31.54444444,0.29
32.8,31.59444444,0.29
33.65,31.96111111,0.24
33.88888889,32.37777778,0.25
33.91111111,32.4,0.25
33.79444444,31.65555556,0.19
32.8,31.36111111,0.27
32.66111111,31.61111111,0.3
28.91666667,28.72777778,0.42
24.90555556,24.90555556,0.59
25.74444444,25.74444444,0.47
25.55,25.55,0.48
24.60555556,24.60555556,0.52
22.01666667,22.01666667,0.67
20.18333333,20.18333333,0.77
19.37222222,19.37222222,0.78
17.77777778,17.77777778,0.87
17.57777778,17.57777778,0.83
18.93888889,18.93888889,0.83
22.66666667,22.66666667,0.63
24.78333333,24.78333333,0.59
27.24444444,27.91666667,0.54
28.88333333,29.37777778,0.49
29.93333333,29.76111111,0.41
31.10555556,30.4,0.35
31.12777778,30.76666667,0.38
32.13888889,31.23333333,0.32
32.21666667,31.47222222,0.33
32.26666667,31.13333333,0.3
32.08333333,31.05,0.31
31.06666667,29.77222222,0.3
29.86666667,28.65555556,0.3
27.29444444,26.88333333,0.36
24.88333333,24.88333333,0.44
24.75,24.75,0.42
23.80555556,23.80555556,0.46
21.58333333,21.58333333,0.54
18.47777778,18.47777778,0.73
18.57222222,18.57222222,0.69
16.81111111,16.81111111,0.75
17.68888889,17.68888889,0.66
16.73333333,16.73333333,0.68
19.66111111,19.66111111,0.62
22.04444444,22.04444444,0.56
23.86666667,23.86666667,0.5
26.13333333,26.13333333,0.39
27.28888889,26.77222222,0.34
27.91666667,27.09444444,0.31
28.97777778,27.91111111,0.31
29.99444444,28.56111111,0.27
31.03888889,29.57222222,0.28
31.13333333,29.77777778,0.29
31.17777778,29.66666667,0.27
31.11111111,29.75555556,0.29
31.06111111,30.00555556,0.32
28.81666667,28.17777778,0.37
26.45,26.45,0.46
25.02222222,25.02222222,0.54
24.66666667,24.66666667,0.57
24.21666667,24.21666667,0.59
22.07777778,22.07777778,0.65
20.02777778,20.02777778,0.7
19.12777778,19.12777778,0.75
18.28333333,18.28333333,0.71
18.15,18.15,0.74
17.60555556,17.60555556,0.8
18.75555556,18.75555556,0.78
22.10555556,22.10555556,0.65
22.85555556,22.85555556,0.62
24.88333333,24.88333333,0.5
26.06111111,26.06111111,0.5
27.03333333,27.12222222,0.44
27.11111111,27.01666667,0.41
27.73333333,27.32222222,0.38
28.48333333,27.94444444,0.38
28.79444444,27.68888889,0.3
27.82222222,26.89444444,0.28
27.87222222,27.06666667,0.31
27.19444444,26.47777778,0.28
26.06111111,26.06111111,0.34
23.15555556,23.15555556,0.43
19.97222222,19.97222222,0.53
18.81666667,18.81666667,0.56
17.28333333,17.28333333,0.58
18.12777778,18.12777778,0.55
17.11111111,17.11111111,0.61
15.04444444,15.04444444,0.69
14.06666667,14.06666667,0.74
14.50555556,14.50555556,0.71
14.37777778,14.37777778,0.7
17.2,17.2,0.58
17.2,17.2,0.58
17.82777778,17.82777778,0.57
19.97777778,19.97777778,0.49
21.13888889,21.13888889,0.46
21.93333333,21.93333333,0.41
22.26666667,22.26666667,0.39
22.8,22.8,0.38
23.71666667,23.71666667,0.3
23.86111111,23.86111111,0.32
23.86666667,23.86666667,0.25
22.97777778,22.97777778,0.3
22.82222222,22.82222222,0.32
22.8,22.8,0.29
19.47222222,19.47222222,0.45
16.17777778,16.17777778,0.57
14.95555556,14.95555556,0.62
14.25555556,14.25555556,0.63
13.71111111,13.71111111,0.65
11.68888889,11.68888889,0.71
11.14444444,11.14444444,0.75
10.41666667,10.41666667,0.75
9.422222222,9.422222222,0.8
9.294444444,8.622222222,0.85
12.13888889,12.13888889,0.75
16.95555556,16.95555556,0.59
17.53888889,17.53888889,0.58
19.93333333,19.93333333,0.53
22.12777778,22.12777778,0.38
23.53333333,23.53333333,0.36
23.83888889,23.83888889,0.33
22.8,22.8,0.34
24.75555556,24.75555556,0.31
25.95,25.95,0.27
23.95555556,23.95555556,0.29
24.76666667,24.76666667,0.3
23.91111111,23.91111111,0.29
22.8,22.8,0.34
20.38888889,20.38888889,0.43
17.77777778,17.77777778,0.51
16.11666667,16.11666667,0.6
14.55555556,14.55555556,0.67
16.62222222,16.62222222,0.56
17.06111111,17.06111111,0.55
15.45555556,15.45555556,0.63
13.88333333,13.88333333,0.69
12.8,12.8,0.72
12.35555556,12.35555556,0.73
12.8,12.8,0.72
13.93888889,13.93888889,0.67
17.01111111,17.01111111,0.59
17.77777778,17.77777778,0.56
20.93333333,20.93333333,0.46
20.80555556,20.80555556,0.45
21.09444444,21.09444444,0.41
22.20555556,22.20555556,0.38
22.51111111,22.51111111,0.4
22.71111111,22.71111111,0.35
22.22777778,22.22777778,0.39
21.96666667,21.96666667,0.47
21.18333333,21.18333333,0.48
19.05,19.05,0.55
18.07222222,18.07222222,0.65
17.92222222,17.92222222,0.64
16.3,16.3,0.76
15.67222222,15.67222222,0.82
14.56666667,14.56666667,0.89
14.54444444,14.54444444,0.89
14.56666667,14.56666667,0.92
14.44444444,14.44444444,0.92
14.44444444,14.44444444,0.93
14.43888889,14.43888889,0.93
14.95555556,14.95555556,0.87
14.95555556,14.95555556,0.87
14.99444444,14.99444444,0.89
16.04444444,16.04444444,0.88
16.11666667,16.11666667,0.87
16.11666667,16.11666667,0.88
17.26666667,17.26666667,0.86
17.85,17.85,0.83
17.83333333,17.83333333,0.78
19.02777778,19.02777778,0.76
20.09444444,20.09444444,0.62
20.81111111,20.81111111,0.55
21.18888889,21.18888889,0.49
19.07777778,19.07777778,0.63
17.95,17.95,0.71
16.15555556,16.15555556,0.8
15.53333333,15.53333333,0.84
14.52222222,14.52222222,0.87
13.35555556,13.35555556,0.9
12.73333333,12.73333333,0.9
12.35,12.35,0.93
11.78888889,11.78888889,0.92
11.3,11.3,0.92
10.97222222,10.97222222,0.95
12.82777778,12.82777778,0.89
14.98333333,14.98333333,0.78
17.54444444,17.54444444,0.62
18.96111111,18.96111111,0.61
21.18333333,21.18333333,0.56
22.27777778,22.27777778,0.48
24.02777778,24.02777778,0.44
25.08888889,25.08888889,0.32
24.81666667,24.81666667,0.32
25.95555556,25.95555556,0.3
27.10555556,26.41111111,0.28
25.96666667,25.96666667,0.28
25.05,25.05,0.26
23.91666667,23.91666667,0.27
20.39444444,20.39444444,0.39
17.75555556,17.75555556,0.5
15,15,0.67
15.53888889,15.53888889,0.59
12.68888889,12.68888889,0.77
12.66666667,12.66666667,0.73
12.41666667,12.41666667,0.71
11.56111111,11.56111111,0.74
10.44444444,10.44444444,0.8
11.15,11.15,0.76
13.64444444,13.64444444,0.68
17.06666667,17.06666667,0.55
18.7,18.7,0.57
22.16111111,22.16111111,0.52
23.86666667,23.86666667,0.32
24.79444444,24.79444444,0.36
26.08333333,26.08333333,0.26
27.10555556,26.33888889,0.26
27.03888889,26.23888889,0.24
27.12777778,26.29444444,0.24
27.24444444,26.36111111,0.24
25.92777778,25.92777778,0.27
26.13333333,26.13333333,0.26
25,25,0.32
21.50555556,21.50555556,0.45
17.85,17.85,0.56
17.13333333,17.13333333,0.6
16.44444444,16.44444444,0.68
12.75555556,12.75555556,0.86
12.73333333,12.73333333,0.86
11.88333333,11.88333333,0.91
11.68888889,11.68888889,0.9
11.64444444,11.64444444,0.9
12.13333333,12.13333333,0.91
12.11111111,12.11111111,0.93
13.82777778,13.82777778,0.83
14.96111111,14.96111111,0.8
16.11666667,16.11666667,0.72
17.31666667,17.31666667,0.66
17.86111111,17.86111111,0.61
19.95,19.95,0.45
17.76666667,17.76666667,0.57
16.65555556,16.65555556,0.74
19.97222222,19.97222222,0.57
15.38888889,15.38888889,0.8
15.75,15.75,0.79
16.40555556,16.40555556,0.78
16.28888889,16.28888889,0.84
15.07777778,15.07777778,0.9
14.88333333,14.88333333,0.86
13.77222222,13.77222222,0.9
12.62777778,12.62777778,0.92
15.45,15.45,0.75
13.36666667,13.36666667,0.82
13.24444444,13.24444444,0.82
12.35,12.35,0.8
12.34444444,12.34444444,0.77
13.26111111,13.26111111,0.75
17.16111111,17.16111111,0.59
18.75555556,18.75555556,0.57
19.82222222,19.82222222,0.57
19.02777778,19.02777778,0.56
20.18888889,20.18888889,0.52
23.71111111,23.71111111,0.39
24.76666667,24.76666667,0.33
23.75,23.75,0.36
23.94444444,23.94444444,0.36
23.88888889,23.88888889,0.34
23.81666667,23.81666667,0.32
23.83888889,23.83888889,0.32
22.22222222,22.22222222,0.35
21.11111111,21.11111111,0.35
20.08888889,20.08888889,0.37
18.83888889,18.83888889,0.4
17.24444444,17.24444444,0.48
16.77777778,16.77777778,0.55
15.57777778,15.57777778,0.55
14.97777778,14.97777778,0.56
14.41111111,14.41111111,0.57
13.67777778,13.67777778,0.59
12.10555556,12.10555556,0.65
12.12222222,12.12222222,0.68
12.12777778,12.12777778,0.72
13.89444444,13.89444444,0.67
17.05555556,17.05555556,0.56
18.81666667,18.81666667,0.48
19.95,19.95,0.49
20.86111111,20.86111111,0.42
21.13333333,21.13333333,0.35
22.10555556,22.10555556,0.35
22.06666667,22.06666667,0.33
22.2,22.2,0.35
22.2,22.2,0.33
22.34444444,22.34444444,0.29
22.24444444,22.24444444,0.3
20.11666667,20.11666667,0.39
19.23333333,19.23333333,0.44
16.18333333,16.18333333,0.52
14.4,14.4,0.57
14.21111111,14.21111111,0.61
12.71111111,12.71111111,0.72
13.77222222,13.77222222,0.69
14.53333333,14.53333333,0.64
14.23888889,14.23888889,0.69
12.73333333,12.73333333,0.8
14.01666667,14.01666667,0.69
14.82222222,14.82222222,0.68
17.53333333,17.53333333,0.52
19.82222222,19.82222222,0.42
21.06111111,21.06111111,0.35
21.15555556,21.15555556,0.38
22.83333333,22.83333333,0.37
23.95555556,23.95555556,0.34
25.01666667,25.01666667,0.33
25.87222222,25.87222222,0.32
25.13333333,25.13333333,0.35
26.12777778,26.12777778,0.31
26.13888889,26.13888889,0.3
25.11111111,25.11111111,0.33
26.01666667,26.01666667,0.34
23.18333333,23.18333333,0.48
18.95555556,18.95555556,0.64
17.75555556,17.75555556,0.65
16.00555556,16.00555556,0.74
15.56111111,15.56111111,0.75
14.98333333,14.98333333,0.72
14.79444444,14.79444444,0.75
14.95555556,14.95555556,0.72
14.91111111,14.91111111,0.75
14.43888889,14.43888889,0.79
15.95555556,15.95555556,0.72
18.77777778,18.77777778,0.68
20.92777778,20.92777778,0.6
23.88333333,23.88333333,0.58
25.99444444,25.99444444,0.5
27.52777778,27.33333333,0.41
27.73333333,27.07222222,0.34
28.75,28.06666667,0.36
28.56111111,27.96111111,0.37
28.91111111,28.46666667,0.39
24.32777778,24.32777778,0.56
27.98333333,27.6,0.39
26.20555556,26.20555556,0.56
25.18333333,25.18333333,0.49
25.21111111,25.21111111,0.55
21.18333333,21.18333333,0.77
20.90555556,20.90555556,0.73
19.53333333,19.53333333,0.78
18.75,18.75,0.8
18.79444444,18.79444444,0.8
18.96111111,18.96111111,0.84
18.72222222,18.72222222,0.9
17.21111111,17.21111111,0.92
16.51111111,16.51111111,0.96
16.15555556,16.15555556,0.93
16.17777778,16.17777778,0.99
18,18,0.85
19.97222222,19.97222222,0.73
21.03888889,21.03888889,0.63
20.90555556,20.90555556,0.66
21.02222222,21.02222222,0.64
20.02777778,20.02777778,0.73
21.83888889,21.83888889,0.67
22.24444444,22.24444444,0.64
22.63333333,22.63333333,0.63
23.46111111,23.46111111,0.6
22.51666667,22.51666667,0.63
18.83888889,18.83888889,0.78
18.08888889,18.08888889,0.83
17.70555556,17.70555556,0.9
17.12777778,17.12777778,0.9
17.18333333,17.18333333,0.9
16.59444444,16.59444444,0.9
16.06111111,16.06111111,0.93
15.67777778,15.67777778,0.93
15.02222222,15.02222222,0.93
15.51111111,15.51111111,0.93
15.55,15.55,0.94
16.06666667,16.06666667,0.93
14.97777778,14.97777778,0.93
16.07222222,16.07222222,0.88
15.02777778,15.02777778,0.93
15.02777778,15.02777778,0.93
15.27222222,15.27222222,0.93
16.06666667,16.06666667,0.93
16.11666667,16.11666667,0.92
16.12222222,16.12222222,0.93
16.13888889,16.13888889,0.93
17.17777778,17.17777778,0.87
16.3,16.3,0.93
16.16111111,16.16111111,0.92
17.2,17.2,0.87
17.08333333,17.08333333,0.88
16.08888889,16.08888889,0.93
16.08888889,16.08888889,0.93
16.21666667,16.21666667,0.93
15.62777778,15.62777778,0.93
15.05,15.05,0.93
15.14444444,15.14444444,0.93
14.97777778,14.97777778,0.93
14.90555556,14.90555556,0.92
14.41111111,14.41111111,0.91
12.75555556,12.75555556,0.9
14.93333333,14.93333333,0.78
15.96111111,15.96111111,0.72
17.73333333,17.73333333,0.56
18.83888889,18.83888889,0.56
19.88888889,19.88888889,0.45
19.95,19.95,0.49
21.03888889,21.03888889,0.46
22.02222222,22.02222222,0.43
21.15555556,21.15555556,0.46
22.19444444,22.19444444,0.39
21.24444444,21.24444444,0.41
21.13888889,21.13888889,0.42
20.05,20.05,0.49
18.10555556,18.10555556,0.61
15.07222222,15.07222222,0.82
14.35555556,14.35555556,0.77
13.09444444,13.09444444,0.82
12.68888889,12.68888889,0.83
12.11111111,12.11111111,0.86
11.81111111,11.81111111,0.86
11.02777778,11.02777778,0.86
10.4,10.4,0.86
9.694444444,9.694444444,0.93
